social_class,race,age,sex,college_degree,income_category,religion,religious_service_freq,party_id_3cat,party_id_7cat,ft_hillary_clinton,ft_donald_trump,ft_libertarian_pres_cand,ft_green_pres_cand,ft_john_roberts,ft_pope_francis,ft_christian_fundamentalists,ft_feminists,ft_liberals,ft_labor_unions,ft_poor_people,ft_big_business,ft_conservatives,ft_us_supreme_court,ft_gay_men_and_lesbians,ft_congress,ft_rich_people,ft_muslims,ft_christians,ft_jews,ft_tea_party,ft_police,ft_transgender_people,ft_scientists,ft_black_lives_matter
Working Class,White,28,Female,College Degree,Less than $50k,Other Religion,Almost Every Week,Independent,"Independent, leans neither",60,40,62,50,56,71,49,49,55,62,49,50,49,40,49,29,44,49,51,50,37,49,33,57,49
Lower Class,White,61,Female,College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,Democrat,Strong Democrat,85,0,60,50,50,40,15,85,85,30,85,40,15,60,85,15,40,85,70,85,15,85,70,85,70
Middle Class,White,56,Female,No College Degree,Between $100k and $250k,Roman Catholic,Once or Twice a Month,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,37,Male,No College Degree,Less than $50k,Mainline Protestant,Every Week,Republican,Strong Republican,0,100,31,31,71,96,97,24,45,70,73,57,33,96,42,43,16,10,95,9,99,97,51,98,53
Middle Class,White,48,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Republican",15,51,51,51,58,75,3,38,50,15,50,67,51,53,76,15,51,21,0,0,50,83,50,76,2
Middle Class,Other,55,Female,College Degree,Between $100k and $250k,Mainline Protestant,A Few Times a Year,Independent,"Independent, leans Democrat",70,0,40,60,60,80,30,80,70,55,75,40,45,85,90,45,45,70,75,70,40,70,90,85,90
Working Class,White,NA,Female,No College Degree,NA,Undifferentiated Christian,Almost Every Week,Independent,"Independent, leans Republican",15,85,50,50,60,50,85,70,40,40,85,70,85,40,70,40,70,70,100,85,85,85,70,70,NA
NA,White,41,Male,No College Degree,Between $100k and $250k,Roman Catholic,NA,Other,"Independent, leans neither",50,30,50,50,50,100,50,50,50,70,85,40,50,70,50,50,15,30,50,50,50,70,50,85,60
Middle Class,White,32,Male,College Degree,Between $100k and $250k,Mainline Protestant,A Few Times a Year,Republican,Weak Republican,0,30,70,15,75,50,30,15,15,40,85,60,70,40,50,40,85,50,50,30,30,85,15,85,0
Lower Class,Indigenous Americans,60,Male,No College Degree,NA,Mainline Protestant,Almost Every Week,Democrat,Strong Democrat,85,0,0,15,50,100,30,50,0,0,100,0,50,0,0,0,0,0,70,50,50,50,0,0,50
NA,White,54,Female,No College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,61,Female,No College Degree,Between $50k and $100k,Other Religion,Every Week,Republican,Strong Republican,15,69,62,51,60,50,85,31,14,31,84,29,42,29,59,46,32,60,85,87,69,86,61,39,70
NA,Black,31,Female,No College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Democrat,Strong Democrat,100,0,0,0,5,7,70,100,60,85,100,70,50,60,70,NA,40,70,100,70,70,70,70,70,100
Working Class,White,28,Male,College Degree,Less than $50k,Mainline Protestant,Almost Every Week,Democrat,Strong Democrat,70,0,30,30,70,100,30,100,75,80,100,30,40,60,100,30,15,100,70,100,0,80,100,100,100
Middle Class,White,64,Female,College Degree,NA,Jewish,A Few Times a Year,Democrat,Strong Democrat,70,1,15,51,15,86,4,99,97,32,85,52,4,62,85,41,52,42,53,99,1,72,87,98,84
Middle Class,White,86,Male,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",NA,40,50,50,50,85,60,70,60,40,50,40,50,40,40,40,50,50,70,50,50,85,40,100,50
Middle Class,Asian/Pacific Islander,53,Male,College Degree,More than $250k,Not Religious,NA,Democrat,Strong Democrat,60,0,50,50,40,100,40,70,85,0,70,70,70,60,100,0,70,70,70,70,15,60,70,70,70
Middle Class,Black,53,Male,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,35,Female,No College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Strong Republican,0,90,15,NA,NA,100,95,50,10,0,60,60,85,85,0,45,85,45,95,90,75,100,0,50,0
NA,Black,31,Female,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Democrat,Strong Democrat,98,70,53,50,70,99,100,51,50,98,98,41,64,100,100,62,33,100,72,83,50,18,97,50,100
Working Class,White,35,Female,No College Degree,Less than $50k,Other Religion,NA,Democrat,Weak Democrat,40,0,60,50,40,100,100,85,40,100,100,30,40,40,100,40,100,100,100,100,40,100,100,100,30
Middle Class,White,28,Male,No College Degree,More than $250k,Undifferentiated Christian,A Few Times a Year,Republican,Strong Republican,0,100,30,0,85,50,50,0,0,0,85,85,100,50,50,50,85,0,100,50,100,85,50,50,0
Working Class,White,42,Female,No College Degree,Less than $50k,Other Religion,A Few Times a Year,Independent,"Independent, leans Democrat",60,10,60,71,60,37,42,75,75,55,73,34,50,53,69,47,38,47,50,51,54,54,72,36,70
NA,Black,39,Male,No College Degree,Less than $50k,Roman Catholic,Every Week,Democrat,Strong Democrat,100,0,89,67,60,91,100,99,35,91,100,91,52,100,0,99,30,47,99,37,94,64,5,99,98
NA,Other,52,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,Once or Twice a Month,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,Black,63,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Democrat,Strong Democrat,85,0,NA,50,70,100,100,70,15,50,85,50,15,50,0,0,15,50,100,85,50,0,1,100,70
Working Class,White,56,Male,No College Degree,Between $100k and $250k,Roman Catholic,Almost Every Week,Republican,Strong Republican,1,84,17,31,71,100,42,51,31,73,78,47,72,60,51,30,61,40,100,72,51,100,50,85,2
Middle Class,White,58,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,A Few Times a Year,Republican,Weak Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,58,Male,College Degree,Between $100k and $250k,Roman Catholic,Every Week,Democrat,Strong Democrat,70,5,45,60,55,90,15,100,85,90,90,0,30,60,100,10,15,100,60,90,0,85,100,100,90
Working Class,White,22,Female,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Republican,Weak Republican,42,14,52,51,50,50,50,51,66,52,59,51,56,45,84,40,56,80,70,82,51,84,61,78,46
NA,Black,42,Female,No College Degree,Less than $50k,Jewish,Every Week,Other,"Independent, leans Democrat",70,100,50,0,30,15,86,71,86,85,100,71,100,100,100,85,100,85,100,85,100,100,100,100,100
Middle Class,White,62,Female,College Degree,More than $250k,Undifferentiated Christian,NA,Republican,Strong Republican,0,100,50,0,70,100,40,50,40,50,30,60,50,85,50,70,50,40,85,50,70,85,40,100,30
Middle Class,Asian/Pacific Islander,23,Male,College Degree,Between $50k and $100k,Undifferentiated Christian,Every Week,Independent,"Independent, leans Democrat",70,15,55,40,50,77,80,75,40,60,85,40,60,75,90,25,65,90,90,90,40,70,70,80,60
Middle Class,White,45,Female,College Degree,More than $250k,Not Religious,NA,Democrat,Strong Democrat,97,0,24,40,66,64,9,96,91,95,95,11,7,78,100,3,50,94,64,72,1,70,100,95,90
Middle Class,White,49,Female,No College Degree,Between $100k and $250k,Undifferentiated Christian,Every Week,Independent,"Independent, leans Republican",40,60,50,51,50,100,70,44,45,45,61,56,51,59,53,54,54,42,95,53,59,72,31,48,46
Middle Class,Hispanic,44,Male,College Degree,More than $250k,Roman Catholic,NA,Independent,"Independent, leans neither",0,40,15,0,85,100,100,85,0,40,100,70,40,100,100,15,85,70,100,100,40,85,85,85,0
NA,Hispanic,20,Male,No College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Independent,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Hispanic,59,Male,College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,54,Male,College Degree,Less than $50k,Mainline Protestant,A Few Times a Year,Democrat,Strong Democrat,100,0,0,0,50,50,15,70,85,85,50,15,15,50,100,30,50,85,70,85,15,70,100,85,15
Middle Class,White,76,Male,College Degree,Between $50k and $100k,Roman Catholic,Every Week,Independent,"Independent, leans Democrat",40,1,61,71,51,NA,61,61,60,84,100,31,84,86,86,15,71,84,98,99,16,84,70,86,70
Middle Class,White,42,Female,College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Republican,Strong Republican,1,85,75,9,NA,98,84,38,13,48,84,87,82,41,71,62,78,69,96,82,79,98,69,82,0
Middle Class,Black,55,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Democrat,Strong Democrat,100,0,50,70,50,50,50,50,70,100,85,40,85,60,50,40,50,50,60,50,60,40,50,70,100
Middle Class,White,55,Female,No College Degree,Between $50k and $100k,Mainline Protestant,Every Week,Independent,"Independent, leans Democrat",0,85,NA,NA,NA,100,85,40,60,40,70,40,60,60,50,15,60,40,100,85,60,85,50,70,40
NA,White,47,Male,No College Degree,Between $50k and $100k,Not Religious,NA,Independent,"Independent, leans Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Asian/Pacific Islander,65,Male,College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,Other,71,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Democrat",30,15,71,85,72,52,73,86,80,85,86,72,62,73,53,71,73,85,85,88,62,100,78,86,70
Lower Class,White,26,Male,No College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Independent,"Independent, leans neither",0,4,2,4,3,14,0,2,16,0,0,0,3,1,0,2,0,1,0,2,0,2,1,0,0
Working Class,White,71,Female,No College Degree,NA,Mainline Protestant,Every Week,Republican,Strong Republican,0,100,50,0,60,100,100,50,0,0,85,70,100,50,0,50,85,50,100,100,70,100,0,100,0
NA,White,31,Male,No College Degree,Less than $50k,Roman Catholic,Once or Twice a Month,Republican,Weak Republican,0,53,75,50,75,100,NA,NA,50,50,85,90,50,60,90,5,85,100,100,100,50,99,NA,100,5
Working Class,White,55,Female,No College Degree,Less than $50k,Undifferentiated Christian,Every Week,Republican,Strong Republican,0,70,0,0,50,50,100,0,50,30,100,30,70,15,50,60,50,50,100,100,50,100,50,50,0
Working Class,White,40,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,Almost Every Week,Republican,Strong Republican,30,60,50,NA,50,40,60,30,15,40,60,40,70,50,15,60,40,50,100,50,NA,60,15,60,40
Middle Class,White,60,Male,College Degree,Less than $50k,Mainline Protestant,NA,Independent,"Independent, leans Republican",20,40,60,0,60,40,60,40,30,20,50,30,80,50,50,50,50,60,70,70,90,90,50,50,0
Middle Class,White,45,Female,College Degree,Less than $50k,Undifferentiated Christian,Every Week,Republican,Weak Republican,50,1,40,61,61,52,50,51,43,51,71,42,71,70,51,61,50,50,99,53,51,96,41,70,51
NA,Asian/Pacific Islander,62,Female,No College Degree,Between $50k and $100k,Other Religion,Every Week,Democrat,Weak Democrat,50,0,NA,NA,70,85,0,70,70,85,100,50,50,50,50,0,15,100,85,85,0,70,40,100,85
Working Class,White,34,Female,College Degree,Between $50k and $100k,Not Religious,NA,Independent,"Independent, leans Republican",30,30,70,60,50,50,0,85,70,50,70,0,30,40,85,40,70,70,40,50,50,30,60,100,15
Upper Class,White,45,Male,College Degree,More than $250k,Other Religion,A Few Times a Year,Independent,"Independent, leans neither",30,0,15,15,70,85,15,15,15,40,70,50,40,60,50,30,70,40,60,40,0,60,30,70,0
Working Class,Black,28,Female,College Degree,Less than $50k,Evangelical Protestant,A Few Times a Year,Democrat,Strong Democrat,85,0,NA,NA,NA,85,NA,70,85,100,85,40,15,15,85,30,30,85,100,85,30,15,85,100,100
NA,White,55,Female,College Degree,Between $100k and $250k,Undifferentiated Christian,Every Week,Republican,Strong Republican,1,96,50,26,51,73,98,66,21,25,94,87,97,26,15,63,90,15,99,96,50,98,2,91,5
Working Class,White,38,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Class,White,48,Female,College Degree,Between $50k and $100k,Mainline Protestant,Once or Twice a Month,Democrat,Weak Democrat,70,0,41,60,51,50,1,84,60,69,60,40,16,50,61,50,16,50,85,50,2,50,41,70,40
Middle Class,White,59,Female,College Degree,Less than $50k,Other Religion,NA,Democrat,Strong Democrat,100,0,NA,50,60,95,0,100,100,90,75,1,1,50,100,15,40,97,30,50,0,90,100,95,100
Middle Class,White,30,Male,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,87,43,51,54,50,53,53,53,51,53,57,51,51,55,50,51,41,52,53,52,30,88,51,90,18
Working Class,Hispanic,61,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,NA,Independent,"Independent, leans neither",50,70,NA,50,NA,85,NA,50,NA,70,100,70,85,70,60,70,70,50,100,100,NA,100,NA,60,50
Working Class,White,51,Male,College Degree,Less than $50k,Other Religion,NA,Republican,Weak Republican,0,60,51,31,40,48,50,10,7,30,70,60,100,54,50,48,61,15,50,50,95,85,50,98,0
NA,Black,25,Female,College Degree,Less than $50k,Not Religious,NA,Democrat,Weak Democrat,40,0,50,80,50,70,35,75,60,90,60,45,15,65,100,40,45,90,55,50,50,46,100,85,100
Working Class,White,47,Female,No College Degree,Less than $50k,Roman Catholic,A Few Times a Year,Independent,"Independent, leans neither",30,100,56,50,56,73,51,50,4,70,70,61,50,51,99,30,31,2,48,32,43,86,71,51,28
Middle Class,White,NA,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Republican,Strong Republican,0,70,50,NA,50,NA,85,15,0,15,40,40,85,15,15,15,60,15,100,50,50,85,15,30,15
Middle Class,Hispanic,66,Female,College Degree,Less than $50k,Roman Catholic,Every Week,Democrat,Strong Democrat,100,51,52,53,72,99,52,61,40,72,99,62,99,62,62,51,60,63,100,63,51,100,42,100,71
Working Class,Other,26,Female,College Degree,Less than $50k,Mainline Protestant,A Few Times a Year,Democrat,Strong Democrat,83,0,51,50,50,50,50,78,88,77,65,44,50,50,89,50,41,80,75,83,71,79,87,86,50
Middle Class,White,65,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,NA,Republican,Weak Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Class,Black,30,Female,No College Degree,Less than $50k,Evangelical Protestant,A Few Times a Year,Other,"Independent, leans Democrat",97,50,61,47,60,10,49,38,39,32,100,50,32,100,79,34,71,69,100,51,99,100,50,100,100
Middle Class,White,66,Male,College Degree,Between $100k and $250k,Undifferentiated Christian,Every Week,Independent,"Independent, leans Democrat",40,15,0,50,50,50,85,15,30,50,85,15,60,30,50,0,40,70,100,70,40,85,50,100,70
NA,White,74,Female,No College Degree,Less than $50k,Other Religion,Every Week,Independent,"Independent, leans neither",0,100,50,0,50,60,50,15,50,40,100,50,70,60,50,70,70,40,100,100,50,100,50,50,0
Middle Class,White,69,Female,No College Degree,Less than $50k,Roman Catholic,Every Week,Democrat,Strong Democrat,10,40,10,0,30,90,50,50,50,80,50,50,50,50,50,50,60,50,NA,50,0,70,50,NA,50
Middle Class,White,68,Female,No College Degree,Between $50k and $100k,Mainline Protestant,Almost Every Week,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,71,Female,College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Democrat",60,0,50,70,50,85,0,85,85,50,70,0,15,60,50,40,30,50,40,50,0,60,50,85,85
Working Class,White,43,Female,No College Degree,Less than $50k,Not Religious,NA,Democrat,Weak Democrat,3,4,NA,NA,50,89,16,42,49,92,52,31,53,55,87,28,19,50,50,52,50,86,53,93,40
Working Class,Other,20,Female,No College Degree,Less than $50k,Other Religion,NA,Independent,"Independent, leans Democrat",60,50,NA,85,NA,50,70,50,50,40,100,100,50,50,50,60,50,50,50,50,50,50,50,100,100
Middle Class,White,51,Female,College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,68,Male,No College Degree,Between $50k and $100k,Mainline Protestant,NA,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,26,Female,College Degree,Less than $50k,Undifferentiated Christian,Every Week,Republican,Strong Republican,3,85,40,50,51,60,92,40,28,71,86,87,85,49,51,60,83,60,75,85,71,86,29,52,51
Working Class,White,64,Female,No College Degree,NA,Roman Catholic,Every Week,Independent,"Independent, leans Republican",1,100,1,1,85,100,91,71,1,85,70,16,50,51,100,50,50,16,100,100,41,100,50,60,1
Working Class,White,27,Female,College Degree,Between $100k and $250k,Mainline Protestant,A Few Times a Year,Democrat,Strong Democrat,100,0,50,50,50,70,0,100,100,60,85,40,40,60,100,60,50,100,50,100,40,50,100,100,100
Lower Class,White,54,Female,No College Degree,Less than $50k,Evangelical Protestant,Almost Every Week,Democrat,Weak Democrat,30,60,NA,NA,NA,NA,NA,NA,NA,30,70,40,NA,30,50,30,60,50,100,100,50,100,50,100,100
Middle Class,White,49,Male,No College Degree,Between $50k and $100k,Mainline Protestant,Once or Twice a Month,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,73,Female,College Degree,Less than $50k,Not Religious,NA,Other,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,NA,Female,College Degree,Between $50k and $100k,Other Religion,Almost Every Week,Independent,"Independent, leans neither",50,0,41,99,51,100,59,70,85,90,32,30,56,55,70,15,54,77,75,85,17,60,78,85,75
Working Class,White,41,Female,No College Degree,Between $50k and $100k,Roman Catholic,NA,Republican,Weak Republican,10,70,50,60,50,75,50,70,40,65,85,85,70,70,50,60,85,85,85,85,85,95,50,90,0
Middle Class,White,27,Male,College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Independent,"Independent, leans Republican",45,65,59,27,54,85,42,82,44,43,63,53,77,77,75,44,47,54,80,68,57,68,63,79,55
Upper Class,White,58,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,Almost Every Week,Republican,Weak Republican,0,100,1,0,70,72,85,40,16,61,60,85,100,60,60,41,70,42,100,70,85,100,41,70,0
Working Class,Other,32,Male,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Democrat,Strong Democrat,85,1,41,32,16,100,3,85,99,99,80,16,15,30,85,12,31,78,41,81,2,40,51,99,85
Middle Class,Black,NA,Female,College Degree,Less than $50k,Other Religion,A Few Times a Year,Democrat,Strong Democrat,100,0,13,50,60,69,0,100,94,92,85,36,0,54,100,30,61,87,65,100,0,70,95,100,85
Working Class,Hispanic,41,Male,No College Degree,Less than $50k,Roman Catholic,Every Week,Independent,"Independent, leans Democrat",59,3,NA,NA,NA,100,NA,79,51,18,73,42,51,42,1,30,17,51,91,51,51,73,2,79,59
NA,White,28,Female,College Degree,Between $100k and $250k,Other Religion,Once or Twice a Month,Democrat,Weak Democrat,70,15,50,NA,NA,100,NA,70,60,50,85,50,40,70,100,15,70,70,100,85,50,85,50,85,15
Middle Class,White,59,Female,College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans Republican",85,60,40,50,50,50,0,100,30,30,60,60,40,60,50,60,50,40,40,40,40,85,50,100,50
Working Class,Hispanic,21,Male,No College Degree,Less than $50k,Roman Catholic,Almost Every Week,Democrat,Strong Democrat,85,0,80,50,85,100,70,1,80,80,100,50,70,85,100,60,10,90,90,90,0,100,100,80,80
Middle Class,White,36,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,Almost Every Week,Republican,Strong Republican,0,100,50,50,50,50,50,50,0,50,70,50,85,40,70,50,50,50,70,50,50,85,50,50,15
NA,White,45,Female,College Degree,Between $50k and $100k,Undifferentiated Christian,Once or Twice a Month,Republican,Weak Republican,33,17,51,71,51,50,16,87,58,71,72,64,84,69,82,38,42,40,79,42,76,91,82,85,78
